slug	source_id	source_type	url	title_zh	audited_date	precision	verification_status	evidence_locator	accessed_at	note
jiangyou-school-bullying-protests	jyb-s4	overseas-media family-account police-notice contemporaneous-video	https://www.rfa.org/mandarin/shehui/2025/08/05/china-bully-sichuan-jiangyou-protest-police-crackdown/	Radio Free Asia — 四川江油霸凌事件引发抗议 民众上街 警方暴力压制	2025-08-05	day	VERIFIED_SOURCE_DATE	https://www.rfa.org/mandarin/shehui/2025/08/05/china-bully-sichuan-jiangyou-protest-police-crackdown/ | article opening, police-notice and family-account sections (web lines 75–90)	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. Radio Free Asia records the family account, repeated bullying, trauma and counselling request, police notice, contemporaneous police action and online restriction.
huang-qi	hq-s1	human-rights-organization sentencing-case-report	https://www.hrw.org/news/2019/07/29/china-harsh-sentence-rights-activist	Human Rights Watch, China: Harsh Sentence for Rights Activist	2019-07-29	day	VERIFIED_SOURCE_DATE	https://www.hrw.org/news/2019/07/29/china-harsh-sentence-rights-activist | article opening and case, health and Pu Wenqing sections (web lines 593 and 609–618)	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. Human Rights Watch records the twelve-year sentence, state-secrets charge, closed trial, defence access obstacles, health and medical concerns, pressure on Huang Qi's mother and prior imprisonment.
huang-qi	hq-s2	human-rights-organization defender-case-history	https://www.frontlinedefenders.org/en/case/detention-huang-qi	Front Line Defenders, Detention of Huang Qi	2020-04-30	day	VERIFIED_SOURCE_DATE	https://www.frontlinedefenders.org/en/case/detention-huang-qi | 30 April 2020 update and case-narrative sections	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. Front Line Defenders records 64 Tianwang, the 2016 detention, transfer and closed trial, lawyer/file and medical-parole restrictions, health and family surveillance.
huang-qi	hq-s3	human-rights-organization journalist-prisoner-record	https://cpj.org/data/people/huang-qi/	Huang Qi - Committee to Protect Journalists	2020-05-27	day	VERIFIED_SOURCE_DATE	https://cpj.org/data/people/huang-qi/ | dynamic article body at web lines 531–545; current page exposes no visible publication-date marker	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. CPJ records 64 Tianwang, earlier imprisonment, the 2016 search and detention, lawyer notes, the 2019 sentence and the family's late-2024 reports about health and visits; publication date remains an external manual check.
huang-qi	hq-s4	human-rights-organization press-freedom-advocacy	https://rsf.org/en/china-rsf-urges-release-ailing-investigative-journalist-huang-qi-sixth-anniversary-his-arrest	China: RSF urges for release of ailing investigative journalist Huang Qi on the sixth anniversary of his arrest	2022-11-27	day	VERIFIED_SOURCE_DATE	https://rsf.org/en/china-rsf-urges-release-ailing-investigative-journalist-huang-qi-sixth-anniversary-his-arrest | article body paragraphs 2–6 (web lines 322–333) and publication marker at line 385	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. RSF identifies Huang Qi as an investigative journalist and 64 Tianwang founder and records the site's remit, 2016 arrest, 2019 sentence, worsening illness and brief video visits.
cultural-revolution	s1	official-party-document primary-source reprint	https://lasa.xzdw.gov.cn/fbt/gsgg/202402/t20240223_443877.html	Communist Party of China — 1981 Resolution on Certain Questions in Party History (official reprint)	2024-02-23	day	VERIFIED_SOURCE_DATE	https://lasa.xzdw.gov.cn/fbt/gsgg/202402/t20240223_443877.html | article body paragraphs 1–12, including the chronology and attributed findings under Communist Party of China — 1981 Resolution on Certain Questions in Party History (official reprint)	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role official-party-document primary-source reprint.
cultural-revolution	s2	independent-historical-synthesis source-index	https://www.cmcarchive.org/events/cultural-revolution-begins-1966	Chronicles of Modern China — Cultural Revolution Begins	2026-06-01	day	VERIFIED_SOURCE_DATE	https://www.cmcarchive.org/events/cultural-revolution-begins-1966 | article body paragraphs 1–12, including the chronology and attributed findings under Chronicles of Modern China — Cultural Revolution Begins	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role independent-historical-synthesis source-index.
cultural-revolution	s3	academic-research academic-case-study	https://www.degruyterbrill.com/document/doi/10.4159/harvard.9780674419858/html?lang=en	Harvard University Press — 邊緣的文化大革命：危機中的中國社會主義	2014-06-09	day	MANUAL_REVIEW_REQUIRED	https://www.degruyterbrill.com/document/doi/10.4159/harvard.9780674419858/html?lang=en | article body sections on methods, chronology and findings under the published title Harvard University Press — 邊緣的文化大革命：危機中的中國社會主義	2026-07-20	Direct access returned a restriction for this link; retain for an external manual browser check. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role academic-research academic-case-study.
cultural-revolution	s4	peer-reviewed-research full-text-pdf institutional-chain-case-study	https://sociology.stanford.edu/sites/sociology/files/dongwalder_tcj65.pdf	Dong & Walder — Factions in a Bureaucratic Setting: The Origins of Cultural Revolution Conflict in Nanjing	2011-01	month	VERIFIED_SOURCE_DATE	https://sociology.stanford.edu/sites/sociology/files/dongwalder_tcj65.pdf | PDF pages 1–6, title/metadata and sections addressing the evidence summarized by s4	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role peer-reviewed-research full-text-pdf institutional-chain-case-study.
cultural-revolution	s5	peer-reviewed-research full-text public-memory-analysis	https://www.cambridge.org/core/journals/china-quarterly/article/cultural-revolution-memories-and-legacies-50-years-on/A4CF43FAA9047E1F748F419FCB562C12	Berry, Thornton & Sun — The Cultural Revolution: Memories and Legacies 50 Years On	2016-10-26	day	VERIFIED_SOURCE_DATE	https://www.cambridge.org/core/journals/china-quarterly/article/cultural-revolution-memories-and-legacies-50-years-on/A4CF43FAA9047E1F748F419FCB562C12 | article body sections on methods, chronology and findings under the published title Berry, Thornton & Sun — The Cultural Revolution: Memories and Legacies 50 Years On	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role peer-reviewed-research full-text public-memory-analysis.
cultural-revolution	s6	academic-monograph full-text-excerpt archival-access-analysis	https://assets.cambridge.org/97811071/23700/excerpt/9781107123700_excerpt.pdf	Felix Wemheuer — A Social History of Maoist China: Conflict and Change, 1949–1976 (Introduction)	2019-03-21	day	VERIFIED_SOURCE_DATE	https://assets.cambridge.org/97811071/23700/excerpt/9781107123700_excerpt.pdf | PDF pages 1–6, title/metadata and sections addressing the evidence summarized by s6	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role academic-monograph full-text-excerpt archival-access-analysis.
cultural-revolution	s7	peer-reviewed-research full-text redress-rehabilitation-analysis	https://journals.univie.ac.at/index.php/jeacs/article/view/8464?articlesBySimilarityPage=4	Agnes Schick-Chen — Memories of Redress and Rehabilitation and the Narrativity of In/justice	2023-12-26	day	VERIFIED_SOURCE_DATE	https://journals.univie.ac.at/index.php/jeacs/article/view/8464?articlesBySimilarityPage=4 | article body sections on methods, chronology and findings under the published title Agnes Schick-Chen — Memories of Redress and Rehabilitation and the Narrativity of In/justice	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the case-specific institutional relationships, historical testimony rather than financial accounts, archive control, rehabilitation and remedies evidence chain; it is not used beyond the source role peer-reviewed-research full-text redress-rehabilitation-analysis.
great-leap-famine	s1	publisher-record witness-based-historical-monograph	https://www.penguin.co.uk/books/183039/tombstone-by-jisheng-yang/9780241956984	Penguin Books — 墓碑：中國大饑荒，1958-1962	2013-10-31	day	VERIFIED_SOURCE_DATE	https://www.penguin.co.uk/books/183039/tombstone-by-jisheng-yang/9780241956984 | article body paragraphs 1–12, including the chronology and attributed findings under Penguin Books — 墓碑：中國大饑荒，1958-1962	2026-07-20	Visible publication metadata and the located source body were checked; the event date was not substituted for the source date. The located source passage supplies its assigned portion of the compulsory grain procurement rather than ordinary purchase, local party-government archives, policy chronology and separately attributed mortality estimates evidence chain; it is not used beyond the source role publisher-record witness-based-historical-monograph.
